date,articleNo,title,type,deposit,rent,area_m2,floor,address,roadAddress,jibunAddress,manageFee,availableDate,options,imagesCount,description,realtor,postedYmd,updatedYmd,link
"2025-11-23","2561176269","일반원룸","원룸","1,000","50","18.1","5/8","","","","10만원","즉시입주 협의 가능","","2","","딱부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2561176269"
"2025-11-23","2562979900","도시형생활주택","원룸","1,000","80","13.9","16/16","","","","13만원","즉시입주","입니다.
고객의 마음으로 직접 답사한 매물만 소개하겠습니다.
보고 싶은 매물이나 궁금한 사항이 있다면 바로 연락주세요.
최대한 빠르게 안내해드리겠습니다.
2025. 11. 22. 최초게재
부동산써브 제공
허위 매물 신고하기
건축물 정보
로딩중
시설 정보
개발예정
상세내용
숨기기
주변 분양단지
로딩중","3","","신정사거리공인중개사사무소","","","https://m.land.naver.com/article/info/2562979900"
"2025-11-23","2562726131","일반원룸","원룸","1,000","42","15","1/3","","","","5만원","즉시입주 협의 가능","원룸. 역세권 도보거리. 계남공원 산책로有
집주인
확인매물 2025. 11. 21.
기본 정보
보증금/월세
1,000
/
42만원
융자금
없음","3","","래미안공인중개사사무소","","","https://m.land.naver.com/article/info/2562726131"
"2025-11-23","2561999093","일반원룸","원룸","5,000","60","33","3/14","","","","11만원","즉시입주 협의 가능",": 풀","2","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2561999093"
"2025-11-23","2561953925","일반원룸","원룸","5,000","60","33","3/14","","","","11만원","즉시입주 협의 가능","","2","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2561953925"
"2025-11-23","2562005226","도시형생활주택","원룸","2,000","86","20.9","13/14","","","","8만원","2025년 01월 08일 협의 가능","","2","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2562005226"
"2025-11-23","2561372855","일반원룸","원룸","1,000","50","19","5/8","","","","10만원","즉시입주 협의 가능","원룸. 빠른","3","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2561372855"
"2025-11-23","2561296186","일반원룸","원룸","5,000","30","19","1/3","","","","3만원","즉시입주 협의 가능","1.5","1","","신정뉴타운부동산중개인사무소","","","https://m.land.naver.com/article/info/2561296186"
"2025-11-23","2560832552","도시형생활주택","원룸","2,000","86","20.9","13/14","","","","8만원","즉시입주 협의 가능","대로변 남향 복","2","","목동복들어오는공인중개사사무소","","","https://m.land.naver.com/article/info/2560832552"
"2025-11-23","2560928010","일반원룸","원룸","9,800","21","12.85","고/12","","","","6만 5,000원","2025년 12월 18일 협의 가능","","2","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2560928010"
"2025-11-23","2561057760","도시형생활주택","원룸","2,000","86","20.9","13/14","","","","8만원","2025년 01월 01일 협의 가능","","2","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2561057760"
"2025-11-23","2561168753","일반원룸","원룸","1,000","63","23.5","4/6","","","","18만원","2026년 01월 11일","집주인
확인매물 2025. 11. 13.
기본 정보
보증금/월세
1,000
/
63만원","3","","코끼리부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2561168753"
"2025-11-23","2561176045","일반원룸","원룸","1,000","50","18.1","5/8","","","","10만원","즉시입주 협의 가능","","2","","딱부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2561176045"
"2025-11-23","2562760214","일반원룸","원룸","500","50","17","5/6","","","","5만원","즉시입주","미리 연락주시면, 볼 수있게 준비하겠습니다.
◐ 상담시","2","","로얄공인중개사사무소","","","https://m.land.naver.com/article/info/2562760214"
"2025-11-23","2562981208","일반원룸","원룸","1,000","45","19.95","3/10","","","","15만원","2026년 01월 06일","확인매물 2025. 11. 22.
기본 정보
보증금/월세
1,000
/
45만원","0","","이도공인중개사","","","https://m.land.naver.com/article/info/2562981208"
"2025-11-23","2560386038","오피스텔","원룸","1,000","65","14.02","중/15","","","","8만원","2025년 12월 중순 협의 가능",": 냉장고, 세탁기, 에어컨, 공기순환기, 전자렌지
- 서향으로 하루종일 해 잘드는 집
- 공동","3","","김소윤부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2560386038"
"2025-11-23","2560454133","일반원룸","원룸","3,000","60","12.85","11/12","","","","6만 5,000원","2025년 12월 초순 협의 가능","원룸
집주인
확인매물 2025. 11. 10.
기본 정보
보증금/월세
3,000
/
60만원","3","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2560454133"
"2025-11-23","2562789959","일반원룸","원룸","500","44","19.84","5/5","","","","9만원","즉시입주 협의 가능","!! 초초초 가성비 원룸!!
📍실내흡연금지,반려견,묘 불가능
📍역세권 도보로 가까운 거리!
💖 안내사항
✔ 찾으시는 조건을 같이 말씀해 주시면 비슷한 컨디션 매물 모두 안내해드리도록 하겠습니다~!
✔ 단독등기이므로 호실별","2","📍오픈형 원룸 깔끔한 인테리어!!
📍풀","라온공인중개사사무소","","","https://m.land.naver.com/article/info/2562789959"
"2025-11-23","2560466416","일반원룸","원룸","1,000","50","25","4/4","","","","1만원","2025년 12월 13일 협의 가능","","0","","자연담은공인중개사사무소","","","https://m.land.naver.com/article/info/2560466416"
